Gene		 Terms
TAF1:		 GO:0000981 GO:0002039 GO:0003713 GO:0004402 GO:0004674 GO:0004674 GO:0004674 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005524 GO:0008134 GO:0016251 GO:0016301 GO:0017025 GO:0035257 GO:0043565 GO:0046982 GO:0061629 GO:0061631 GO:0070577 GO:0004402 GO:1905502 GO:0044212 GO:0061628 GO:0043565 GO:0017025 GO:0004402 
GPD1:		 GO:0004368 GO:0042803 GO:0051287 GO:0004367 
EPHA1:		 GO:0004672 GO:0005005 GO:0005524 GO:0019901 GO:0019901 GO:0004714 GO:0005005 
DRD1:		 GO:0001588 GO:0001588 GO:0001588 GO:0001588 GO:0004952 GO:0005515 GO:0005515 GO:0035240 GO:0001965 GO:0001588 GO:0035240 
C5AR1:		 GO:0001856 GO:0004878 GO:0004878 GO:0004930 GO:0004930 GO:0004930 GO:0004930 GO:0004878 
TBXA2R:		 GO:0005085 GO:0005085 GO:0005515 GO:0005515 GO:0004961 
MDK:		 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0008083 GO:0008201 GO:0035374 GO:1904399 GO:0008083 
ZP3:		 GO:0005201 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0030246 GO:0032190 GO:0035804 GO:0042802 GO:0048018 GO:0032190 
MSR1:		 GO:0001540 GO:0005044 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0030169 GO:0038024 GO:0001540 GO:0030169 
FGF7:		 GO:0005104 GO:0005515 GO:0008083 GO:0008201 GO:0042056 
VDAC1:		 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0008308 GO:0008308 GO:0008308 GO:0015288 GO:0019901 GO:0042802 GO:0044325 GO:0044877 GO:0008308 
FGFR2:		 GO:0004713 GO:0005007 GO:0005007 GO:0005007 GO:0005007 GO:0005007 GO:0005007 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005524 GO:0008201 GO:0017134 GO:0017134 GO:0042803 GO:0004714 GO:0017134 GO:0005007 
BGN:		 GO:0005201 GO:0005515 GO:0005539 GO:0030021 GO:0030021 GO:0030021 GO:0030021 GO:0030021 GO:0030021 GO:0030021 GO:0050840 
IBSP:		 GO:0003674 GO:0005178 
RYR1:		 GO:0002020 GO:0005219 GO:0005219 GO:0005219 GO:0005219 GO:0005219 GO:0005219 GO:0005219 GO:0005245 GO:0005262 GO:0005509 GO:0005515 GO:0005516 GO:0005524 GO:0015278 GO:0048763 GO:0005509 GO:0005219 GO:0048763 
CD72:		 GO:0004888 GO:0005102 GO:0005515 GO:0030246 
ERBB3:		 GO:0004888 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005524 GO:0019838 GO:0019838 GO:0030296 GO:0031625 GO:0038132 GO:0042802 GO:0042802 GO:0042803 GO:0046982 GO:0046982 GO:0004713 GO:0038131 GO:0038132 GO:0004714 
SDHB:		 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0008177 GO:0009055 GO:0046872 GO:0048039 GO:0051537 GO:0051538 GO:0051539 
DRD4:		 GO:0001591 GO:0001591 GO:0001591 GO:0001591 GO:0004952 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0008144 GO:0008144 GO:0008144 GO:0015459 GO:0017124 GO:0035240 GO:0035240 GO:0042802 GO:0042802 GO:0046872 GO:0051379 GO:0051380 GO:0004993 GO:0030594 GO:0004930 
DRD5:		 GO:0001588 GO:0004952 GO:0035240 GO:0001965 GO:0035240 GO:0001588 
CD9:		 GO:0005178 GO:0005178 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 
MATN1:		 GO:0005201 GO:0005509 GO:0005515 GO:0005515 
BCKDHB:		 GO:0003863 GO:0005515 GO:0005515 GO:0005515 GO:0003826 GO:0003826 
COMT:		 GO:0000287 GO:0005515 GO:0005515 GO:0008168 GO:0008168 GO:0008171 GO:0016206 GO:0016206 GO:0016206 GO:0102084 GO:0102938 GO:0016206 
TGM2:		 GO:0003810 GO:0003810 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005525 GO:0019904 GO:0046872 GO:0003810 
KCNA3:		 GO:0005244 GO:0005515 GO:0005515 GO:0005251 GO:0015271 GO:0005249 
BMP5:		 GO:0008083 GO:0070700 GO:0005160 GO:0070700 GO:0005125 
BMP6:		 GO:0008083 GO:0046982 GO:0070700 GO:0005125 GO:0070700 GO:0005160 
MMUT:		 GO:0003924 GO:0004494 GO:0004494 GO:0005515 GO:0005515 GO:0031419 GO:0042802 GO:0042803 GO:0046872 GO:0072341 GO:0004494 
OSBP:		 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0008142 GO:0015248 GO:0019904 GO:0070273 GO:0120015 GO:0032934 GO:0015248 GO:0008289 
PCMT1:		 GO:0004719 GO:0004719 GO:0005515 GO:0005515 GO:0045296 GO:0004719 
LPO:		 GO:0020037 GO:0036393 GO:0046872 GO:0036393 GO:0004601 
FUT4:		 GO:0008417 GO:0046920 GO:0046920 
FBL:		 GO:0001094 GO:0003723 GO:0003723 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0051117 GO:0051117 GO:1990259 GO:0003723 GO:1990259 GO:0008649 
RPS4Y1:		 GO:0003723 GO:0003735 GO:0019843 GO:0003735 
GART:		 GO:0004637 GO:0004641 GO:0004644 GO:0005524 GO:0046872 GO:0004637 GO:0004641 
TNXB:		 GO:0005178 GO:0005201 GO:0005201 GO:0005201 GO:0005201 GO:0005201 GO:0005201 GO:0005201 GO:0005515 GO:0005515 GO:0008201 GO:0098633 
CDH3:		 GO:0003674 GO:0042803 GO:0045296 GO:0008092 GO:0005509 
PAICS:		 GO:0004638 GO:0004639 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005524 GO:0042802 GO:0042802 GO:0042802 GO:0042802 GO:0043727 GO:0045296 
IL10:		 GO:0005125 GO:0005141 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0008083 GO:0046983 
ACHE:		 GO:0001540 GO:0003990 GO:0003990 GO:0004104 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005518 GO:0016787 GO:0017171 GO:0042166 GO:0042166 GO:0042803 GO:0042803 GO:0043236 GO:0043621 GO:0052689 
IDS:		 GO:0046872 GO:0004423 GO:0008484 GO:0004423 GO:0008484 
SCP2:		 GO:0000062 GO:0005102 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0015485 GO:0033814 GO:0036042 GO:0050632 GO:0050632 GO:0050632 GO:0050632 GO:0070538 
UGT1A1:		 GO:0001972 GO:0004857 GO:0005496 GO:0015020 GO:0015020 GO:0015020 GO:0015020 GO:0015020 GO:0015020 GO:0015020 GO:0019899 GO:0042803 GO:0046982 GO:0008194 
UGT1A4:		 GO:0015020 GO:0015020 GO:0042803 GO:0046982 GO:0001972 GO:0008194 
UBA1:		 GO:0003723 GO:0003723 GO:0004839 GO:0004839 GO:0004839 GO:0004839 GO:0005515 GO:0005515 GO:0005515 GO:0005524 GO:0004839 
GPX3:		 GO:0004602 GO:0004602 GO:0005515 GO:0008134 GO:0008430 GO:0008430 GO:0008430 GO:0004602 GO:0004601 
CCL1:		 GO:0008009 GO:0048020 GO:0008009 
NME2:		 GO:0003677 GO:0003713 GO:0004550 GO:0004550 GO:0004673 GO:0004674 GO:0005504 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005524 GO:0019003 GO:0019215 GO:0019899 GO:0046872 GO:0051880 GO:0004550 
ENPP1:		 GO:0003676 GO:0004527 GO:0004528 GO:0004528 GO:0004551 GO:0005044 GO:0005158 GO:0005509 GO:0005515 GO:0005515 GO:0005524 GO:0008270 GO:0030247 GO:0035529 GO:0042803 GO:0042803 GO:0047429 GO:0047429 GO:0047429 GO:0047429 GO:0050656 GO:0106177 GO:0004551 GO:0004528 
USF1:		 GO:0000981 GO:0000981 GO:0000981 GO:0000981 GO:0000981 GO:0000981 GO:0003690 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0019899 GO:0019901 GO:0042802 GO:0042803 GO:0042803 GO:0042826 GO:0043425 GO:0043565 GO:0043565 GO:0044877 GO:0044877 GO:0046982 
FGFR4:		 GO:0005007 GO:0005007 GO:0005007 GO:0005007 GO:0005515 GO:0005515 GO:0005524 GO:0008201 GO:0017134 GO:0017134 GO:0017134 GO:0017134 GO:0004714 GO:0017134 GO:0005007 
KCNA4:		 GO:0005249 GO:0005249 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0030955 GO:0005249 GO:0005251 
KCNA5:		 GO:0005102 GO:0005251 GO:0005251 GO:0005251 GO:0005515 GO:0005515 GO:0005515 GO:0015271 GO:0015271 GO:0019901 GO:0051393 GO:0086087 GO:0086089 GO:0086089 GO:0086090 GO:0086090 GO:0097110 GO:0097110 GO:0005249 GO:0005251 GO:0015271 
GAL:		 GO:0004966 GO:0005184 GO:0005184 GO:0005515 GO:0005515 GO:0005515 GO:0031764 GO:0031765 GO:0031766 GO:0005184 
SPRR2E:		 GO:0005198 GO:0005515 GO:0030280 GO:0030280 GO:0005198 
ALAS2:		 GO:0003870 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0016594 GO:0030170 GO:0050662 
FDXR:		 GO:0004324 GO:0015039 
FGFR3:		 GO:0004713 GO:0005007 GO:0005515 GO:0005515 GO:0005524 GO:0017134 GO:0042802 GO:0042802 GO:0042802 GO:0004714 GO:0005007 GO:0017134 
PRKACG:		 GO:0004691 GO:0005524 GO:0004691 GO:0034237 
HNRNPA2B1:	 GO:0003723 GO:0003723 GO:0003723 GO:0003730 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0035198 GO:0043047 GO:0097157 GO:0098505 GO:1990247 GO:0003723 GO:0003730 GO:0003729 
RFX1:		 GO:0000981 GO:0000981 GO:0000981 GO:0005515 GO:0005515 GO:0000978 GO:0003700 
CALB2:		 GO:0099534 GO:0005509 
CYP7A1:		 GO:0005506 GO:0008123 GO:0008123 GO:0020037 GO:0008123 
CBL:		 GO:0001784 GO:0004842 GO:0004842 GO:0004842 GO:0004842 GO:0004842 GO:0004842 GO:0005154 GO:0005509 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0017124 GO:0036312 GO:0045296 GO:0046875 GO:0061630 GO:0061630 GO:0061630 GO:0061630 GO:0030971 GO:0061630 GO:0017124 
IGFBP4:		 GO:0005102 GO:0005515 GO:0005515 GO:0031994 GO:0031995 
PRKACB:		 GO:0000287 GO:0004691 GO:0005515 GO:0005515 GO:0005515 GO:0005524 GO:0031625 GO:0034237 GO:0004691 
UQCRC2:		 GO:0004222 GO:0005515 GO:0044877 GO:0046872 GO:0004175 
SLC2A5:		 GO:0005353 GO:0005353 GO:0005353 GO:0005355 GO:0070061 GO:0005353 
TGM1:		 GO:0003810 GO:0003810 GO:0003810 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0046872 GO:0003810 
NR4A1:		 GO:0000981 GO:0000981 GO:0000981 GO:0001228 GO:0003677 GO:0003707 GO:0004879 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0008270 GO:0046982 GO:0043565 GO:0000977 GO:0035259 GO:0000978 
CA4:		 GO:0004089 GO:0005515 GO:0008270 
AADAC:		 GO:0003824 GO:0004806 GO:0016298 GO:0017171 GO:0019213 GO:0019213 GO:0017171 GO:0004806 
CPN2:		 GO:0030234 
EVI2A:		 GO:0004888 
FECH:		 GO:0004325 GO:0004325 GO:0005515 GO:0005515 GO:0008198 GO:0051537 GO:0004325 
LHCGR:		 GO:0004964 GO:0035472 GO:0038106 GO:0004964 GO:0008528 
PROZ:		 GO:0004252 GO:0005509 
MMP8:		 GO:0004175 GO:0004252 GO:0004252 GO:0008270 GO:0004222 
MRC1:		 GO:0001618 GO:0005515 GO:0005537 GO:0038024 GO:0004888 
CRYGS:		 GO:0005515 GO:0005212 
XPA:		 GO:0003684 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0019904 GO:0042803 GO:0046872 GO:0003684 
IGHV1-2:	 GO:0003823 GO:0003823 GO:0034987 GO:0003823 
AMPD1:		 GO:0032036 GO:0046872 GO:0003876 
CES1:		 GO:0004771 GO:0047374 GO:0080030 GO:0004771 GO:0052689 GO:0004806 
FBLN1:		 GO:0001968 GO:0001968 GO:0005201 GO:0005201 GO:0005201 GO:0005201 GO:0005201 GO:0005201 GO:0005509 GO:0008022 GO:0016504 GO:0042802 GO:0042802 GO:0042802 GO:0044877 GO:0070051 
TCEA1:		 GO:0003677 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0008270 
PTGS1:		 GO:0004601 GO:0004666 GO:0020037 GO:0046872 GO:0051213 
ITGA6:		 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0031994 GO:0038132 GO:0043236 GO:0044877 GO:0045296 GO:0046872 
SFPQ:		 GO:0000976 GO:0000980 GO:0000981 GO:0003677 GO:0003682 GO:0003723 GO:0003723 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0042803 GO:0042826 GO:0044212 GO:0070888 GO:0000976 
TUBG1:		 GO:0003924 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0042802 GO:0042802 GO:0005200 GO:0005525 
KEL:		 GO:0004222 GO:0005515 GO:0046872 
CA6:		 GO:0004089 GO:0008270 
PPIB:		 GO:0003723 GO:0003723 GO:0003755 GO:0003755 GO:0003755 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0016018 GO:0070063 GO:0005518 GO:0003755 GO:0005518 GO:0016018 GO:0003755 GO:0051082 
S100A1:		 GO:0005509 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0042802 GO:0042802 GO:0042802 GO:0042802 GO:0042802 GO:0042803 GO:0044548 GO:0044548 GO:0048306 GO:0051117 
HRC:		 GO:0005509 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0044325 GO:0051117 
ANOS1:		 GO:0004867 GO:0005201 GO:0005515 GO:0008201 
ME2:		 GO:0004470 GO:0004471 GO:0008948 GO:0009055 GO:0046872 GO:0051287 GO:0004473 GO:0004470 
GLDC:		 GO:0004375 GO:0009055 GO:0016829 GO:0019899 GO:0042803 GO:0070280 GO:0016594 GO:0030170 GO:0004375 
WARS:		 GO:0004830 GO:0004830 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005524 GO:0019210 GO:0019901 GO:0019904 GO:0042803 GO:0042803 GO:0004830 
RPS3:		 GO:0003677 GO:0003684 GO:0003684 GO:0003684 GO:0003684 GO:0003723 GO:0003723 GO:0003723 GO:0003729 GO:0003735 GO:0003735 GO:0003906 GO:0003906 GO:0003906 GO:0003906 GO:0003906 GO:0004520 GO:0004520 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0008017 GO:0008134 GO:0015631 GO:0019899 GO:0019899 GO:0019899 GO:0019899 GO:0019900 GO:0019900 GO:0019901 GO:0019901 GO:0030544 GO:0032357 GO:0032358 GO:0044390 GO:0044877 GO:0051018 GO:0051536 GO:0051879 GO:0070181 GO:0097100 GO:0140078 GO:0019104 GO:0019104 GO:0000977 GO:0003735 GO:0003684 GO:0008534 GO:0003906 GO:0032357 
MYF6:		 GO:0000981 GO:0000981 GO:0000981 GO:0003700 GO:0046982 GO:0070888 GO:0000978 GO:0001228 
GLRA1:		 GO:0004888 GO:0005515 GO:0008270 GO:0016594 GO:0016594 GO:0016594 GO:0016594 GO:0016934 GO:0016934 GO:0016934 GO:0016934 GO:0030977 GO:1904315 GO:0016934 GO:0016594 GO:0016934 GO:0005230 GO:0005254 
GLRA2:		 GO:0004888 GO:0016594 GO:0016934 GO:0022852 GO:0046872 GO:1904315 GO:0016594 GO:0005230 GO:0016934 GO:0005254 
GCSH:		 GO:0004047 GO:0005515 
CBLN1:		 GO:0005515 GO:0005515 GO:0042803 
RPS6KB1:	 GO:0004672 GO:0004672 GO:0004712 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005524 GO:0016301 GO:0016301 GO:0016301 GO:0016301 GO:0004674 GO:0004711 
JAK1:		 GO:0004713 GO:0004713 GO:0004713 GO:0004713 GO:0004713 GO:0004715 GO:0004715 GO:0004715 GO:0004715 GO:0005131 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005524 GO:0019903 GO:0031625 GO:0031730 GO:0046872 GO:0005131 
PTPRB:		 GO:0005001 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0045296 
PTPRD:		 GO:0005001 GO:0005102 GO:0005515 GO:0005515 GO:0050839 GO:0004725 
PTPRE:		 GO:0005001 GO:0005515 GO:0004725 
PTPRG:		 GO:0004725 GO:0005001 GO:0005515 GO:0005515 GO:0005515 GO:0042802 GO:0004725 
PTPRZ1:		 GO:0004725 GO:0004725 GO:0004725 GO:0005001 GO:0005178 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0004725 
LOR:		 GO:0005200 GO:0005515 GO:0030280 GO:0005198 
SP100:		 GO:0000981 GO:0000981 GO:0000981 GO:0003677 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0019900 GO:0019904 GO:0046983 GO:0070087 
MCC:		 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0038023 
TNFSF4:		 GO:0005102 GO:0005125 GO:0005164 GO:0005515 GO:0005515 GO:0032813 GO:0032813 
NFYA:		 GO:0000978 GO:0000981 GO:0000981 GO:0000981 GO:0003677 GO:0003700 GO:0003700 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0000980 GO:0044212 
AHCY:		 GO:0004013 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0030554 GO:0042802 GO:0051287 GO:0004013 
HIST1H2BO:	 GO:0003677 GO:0046982 GO:0003677 
CFL1:		 GO:0005102 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0051015 GO:0051015 
BDNF:		 GO:0005515 GO:0005515 GO:0008083 
NPPC:		 GO:0005102 GO:0005102 GO:0005102 GO:0005102 GO:0051427 GO:0005179 GO:0051427 
EIF4B:		 GO:0003723 GO:0003723 GO:0005515 GO:0005515 GO:0033592 GO:0003743 GO:0034057 GO:0043024 
F8A1:		 GO:0003674 GO:0005515 
ATP2B4:		 GO:0005388 GO:0005515 GO:0005515 GO:0005515 GO:0005516 GO:0005524 GO:0019901 GO:0030346 GO:0036487 GO:0046872 GO:0050998 GO:0097110 GO:0017080 GO:0036487 GO:0030165 GO:0005388 
ITPKA:		 GO:0004683 GO:0005516 GO:0005524 GO:0008440 GO:0048365 
DGKA:		 GO:0003951 GO:0004143 GO:0004143 GO:0005509 GO:0005524 GO:0005543 GO:0016301 GO:0004143 
PAX7:		 GO:0000981 GO:0000981 GO:0000981 GO:0003700 GO:0043565 
PAX3:		 GO:0000981 GO:0000981 GO:0000981 GO:0003700 GO:0005515 GO:0005515 GO:0043565 GO:0071837 
VAMP1:		 GO:0005515 GO:0005515 GO:0005515 GO:0005515 
GATA2:		 GO:0000980 GO:0000981 GO:0000981 GO:0000981 GO:0001158 GO:0001228 GO:0003682 GO:0003700 GO:0003700 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0008134 GO:0008270 GO:0070742 GO:0000981 GO:0000978 
GATA3:		 GO:0000976 GO:0000978 GO:0000981 GO:0000981 GO:0000981 GO:0000987 GO:0001158 GO:0001227 GO:0001228 GO:0003677 GO:0003700 GO:0003700 GO:0003700 GO:0003700 GO:0003700 GO:0003713 GO:0005134 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0008134 GO:0008270 GO:0044212 GO:0044212 GO:0044212 GO:0044212 GO:0046983 GO:0070888 GO:0071837 GO:0000978 GO:0000981 
CPT2:		 GO:0004095 GO:0004095 GO:0004095 
DTYMK:		 GO:0004798 GO:0005524 GO:0004798 GO:0009041 GO:0004550 
RRM1:		 GO:0004748 GO:0005515 GO:0005515 GO:0005515 GO:0005524 GO:0042802 GO:0042802 GO:0042802 GO:0097718 GO:0004748 
FSHR:		 GO:0004963 GO:0004963 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0008528 GO:0004963 
CMA1:		 GO:0004252 GO:0004252 GO:0008236 GO:0008236 GO:0042277 
SLC6A2:		 GO:0003779 GO:0005328 GO:0005334 GO:0005515 GO:0005515 GO:0005515 GO:0008504 GO:0043014 GO:0046872 GO:0048487 GO:0005330 GO:0005334 
IL32:		 GO:0005125 GO:0005515 GO:0005515 
LAMA2:		 GO:0005102 GO:0005198 GO:0005201 GO:0005201 GO:0005201 GO:0005201 GO:0005201 
GABRR1:		 GO:0005254 GO:0099507 GO:1904315 GO:0004890 GO:0005230 
FCAR:		 GO:0019862 
PRTN3:		 GO:0004252 GO:0004252 GO:0004252 GO:0004252 GO:0005102 GO:0005515 GO:0005515 GO:0005515 GO:0008236 GO:0019899 GO:0004252 
ZBTB25:		 GO:0000981 GO:0003677 GO:0003700 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0046872 GO:0003677 
GPT:		 GO:0004021 GO:0030170 GO:0004021 
COX7A1:		 GO:0004129 
COX7B:		 GO:0004129 
MMP11:		 GO:0008270 GO:0004222 
