Gene		 Terms
PHF24:		 GO:0046872 
TRAK1:		 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0030911 GO:0050811 GO:0005102 GO:0017022 
FOXJ3:		 GO:0000981 GO:0000981 GO:0001228 GO:0043565 GO:0001228 GO:0000978 
AGTPBP1:	 GO:0004181 GO:0008270 GO:0015631 
SATB2:		 GO:0000978 GO:0000981 GO:0000981 GO:0000981 GO:0001228 GO:0003682 GO:0005515 GO:0005515 GO:0000977 
UNC13A:		 GO:0005509 GO:0005516 GO:0005543 GO:0017075 GO:0019992 GO:0017075 GO:0005516 
IGSF9B:		 GO:0019900 
MINAR1:		 GO:0005515 GO:0005515 
SHANK2:		 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0017124 GO:0030160 GO:0035255 GO:0030160 GO:0035255 GO:0030159 
DICER1:		 GO:0003677 GO:0003725 GO:0003725 GO:0004386 GO:0004521 GO:0004521 GO:0004521 GO:0004521 GO:0004525 GO:0004525 GO:0004525 GO:0004525 GO:0004525 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005524 GO:0019904 GO:0035197 GO:0046872 GO:0070883 GO:0070883 GO:0070883 GO:0004525 GO:0004530 
SLC7A11:	 GO:0005515 GO:0015327 GO:0015179 
WASF3:		 GO:0003779 
MAPRE3:		 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0008017 GO:0008022 GO:0019901 GO:0042802 GO:0008017 GO:0051010 
HPS5:		 GO:0005515 
ICK:		 GO:0000287 GO:0004672 GO:0004674 GO:0005515 GO:0005524 GO:0004674 
CORO2B:		 GO:0003779 GO:0005515 GO:0017166 GO:1990147 GO:0051015 
MOK:		 GO:0004672 GO:0004674 GO:0004693 GO:0005524 GO:0046872 
DHDH:		 GO:0008746 GO:0009055 GO:0047115 GO:0047837 
SHOC2:		 GO:0005515 GO:0008157 GO:0019888 GO:0019903 GO:0004722 
DNM3:		 GO:0003924 GO:0005515 GO:0005525 GO:0031798 GO:0031802 GO:0050998 GO:0099186 GO:0008017 GO:0003924 
RIMS2:		 GO:0005515 GO:0044325 GO:0046872 GO:0017137 GO:0044325 
SRRM2:		 GO:0003723 GO:0003723 GO:0047485 GO:0070742 
NEU3:		 GO:0004308 GO:0004308 GO:0004308 GO:0016997 GO:0052794 GO:0052795 GO:0052796 GO:0004308 
CNTN6:		 GO:0005112 GO:0098632 
MGAT4B:		 GO:0008454 GO:0046872 GO:0008375 
PA2G4:		 GO:0003677 GO:0003700 GO:0003723 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0031625 GO:0003676 
EXO1:		 GO:0003677 GO:0003682 GO:0004523 GO:0004527 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0008409 GO:0008409 GO:0035312 GO:0045145 GO:0046872 GO:0048256 GO:0048256 GO:0051908 GO:0051908 GO:0035312 GO:0048256 GO:0017108 
CDK11A:		 GO:0004672 GO:0004674 GO:0005524 GO:0004693 
SPG7:		 GO:0004222 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005524 GO:0008233 GO:0008270 GO:0051082 
CTNND2:		 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0008013 GO:0045296 
BAIAP2:		 GO:0001221 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0008022 GO:0008093 GO:0030165 GO:0042802 GO:0042802 GO:0042802 GO:0070064 GO:0097110 GO:0098641 
AURKC:		 GO:0004672 GO:0004712 GO:0005515 GO:0005515 GO:0005515 GO:0005524 GO:0035174 
GAB2:		 GO:0005068 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005547 GO:0043325 
CLCA2:		 GO:0005254 GO:0008237 GO:0015276 GO:0046872 GO:0005229 
SCN8A:		 GO:0005244 GO:0005248 GO:0005248 GO:0005248 GO:0005248 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005524 GO:0005248 
SMC3:		 GO:0003682 GO:0003777 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005524 GO:0036033 GO:0046982 GO:0048487 GO:0070840 
MAPK8IP1:	 GO:0004860 GO:0005078 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0008432 GO:0019894 GO:0031434 GO:0031435 GO:0019894 GO:0005078 
ERVK-11:	 GO:0003677 GO:0003964 GO:0004523 GO:0008270 GO:0035613 
PPP1R3C:	 GO:0004722 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0019903 
HDAC5:		 GO:0000978 GO:0001085 GO:0003682 GO:0004407 GO:0005080 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0008134 GO:0008134 GO:0032041 GO:0033558 GO:0042826 GO:0046872 GO:0070491 GO:0044212 
CAMK2A:		 GO:0004674 GO:0004674 GO:0004674 GO:0004683 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005516 GO:0005516 GO:0005516 GO:0005524 GO:0009931 GO:0016301 GO:0035254 GO:0042802 GO:0042802 GO:0042803 GO:0046872 GO:0005516 GO:0004683 
CHMP2B:		 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0019904 GO:0019904 GO:0045296 
TNN:		 GO:0003674 GO:0005178 GO:0042802 
NAALADL1:	 GO:0004177 GO:0005509 GO:0008233 GO:0008237 GO:0008270 GO:0042803 GO:0004180 
SH2B3:		 GO:0005070 GO:0005173 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:1990782 GO:0005068 
SCML2:		 GO:0003677 GO:0003700 GO:0005515 
ZNF148:		 GO:0000978 GO:0000981 GO:0000981 GO:0001227 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0043565 GO:0046872 GO:0003700 GO:0044212 
ERVK-19:	 GO:0003677 GO:0003964 GO:0004523 GO:0008270 GO:0035613 
HHLA3:		 GO:0005515 GO:0005515 
TRPC6:		 GO:0003779 GO:0005261 GO:0005261 GO:0005515 GO:0005515 GO:0030276 GO:0042803 GO:0042805 GO:0051117 GO:0070679 GO:0015279 GO:0070679 
COLQ:		 GO:0005201 GO:0005515 GO:0008201 GO:0005201 
MTMR7:		 GO:0004438 GO:0004725 GO:0005515 
MTMR6:		 GO:0004438 GO:0004722 GO:0004725 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0015269 GO:0106018 
JAG2:		 GO:0005112 GO:0005509 GO:0005515 GO:0008083 GO:0005112 
NIP7:		 GO:0003723 GO:0003723 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 
DMTF1:		 GO:0000981 GO:0000981 GO:0000981 GO:0001228 GO:0003700 GO:0000978 
GNE:		 GO:0004553 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005524 GO:0046872 GO:0009384 GO:0008761 
RTRAF:		 GO:0000993 GO:0003723 GO:0003723 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0042802 
RNF24:		 GO:0005515 GO:0008270 GO:0061630 
SLC22A13:	 GO:0015101 GO:0090416 GO:0090416 
ENTPD4:		 GO:0045134 
TRAF3IP3:	 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 
RUVBL2:		 GO:0000979 GO:0000980 GO:0001094 GO:0003678 GO:0003714 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005524 GO:0008013 GO:0017025 GO:0031490 GO:0042802 GO:0042802 GO:0042802 GO:0042802 GO:0042803 GO:0043531 GO:0051082 GO:0051117 GO:0016887 GO:0003678 
FUT9:		 GO:0008417 GO:0046920 GO:0046920 
CDYL:		 GO:0003682 GO:0003714 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0030674 GO:0035064 GO:0120092 GO:0035064 GO:0003714 
PDE10A:		 GO:0004118 GO:0030552 GO:0030552 GO:0030553 GO:0046872 GO:0047555 GO:0004114 GO:0004118 
LIPT1:		 GO:0016746 
APOBEC2:	 GO:0004126 GO:0042802 GO:0046872 GO:0004126 GO:0003723 
OSGIN2:		 GO:0003674 GO:0008083 
PIN4:		 GO:0003677 GO:0003723 GO:0003755 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 
DLEC1:		 GO:0003674 
NOD1:		 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005524 GO:0008656 GO:0042802 GO:0042802 GO:0042803 GO:0042834 GO:0044877 GO:0050700 
CLEC11A:	 GO:0008083 GO:0030246 GO:0008083 
TCF19:		 GO:0003700 GO:0005515 GO:0046872 
AKT3:		 GO:0004672 GO:0004674 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005524 GO:0004674 
POMP:		 GO:0005515 GO:0005515 
FAM50B:		 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 
GINS2:		 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0043138 
LZTS1:		 GO:0003677 GO:0003700 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0008017 
HPSE:		 GO:0004566 GO:0005515 GO:0005515 GO:0005515 GO:0030305 GO:0045545 GO:0046983 
RNF6:		 GO:0003677 GO:0004842 GO:0005515 GO:0046872 GO:0050681 GO:0061630 
POLH:		 GO:0003684 GO:0003887 GO:0003887 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0046872 GO:0003887 
PRELID1:	 GO:0005515 GO:0005515 GO:0005515 GO:1990050 GO:1990050 
RCE1:		 GO:0004175 GO:0004222 GO:0004197 
KCNK6:		 GO:0005242 GO:0022841 
CCL26:		 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0008009 GO:0031728 GO:0048018 GO:0008009 GO:0048020 
CHKB:		 GO:0004103 GO:0004305 GO:0005524 
FOXA2:		 GO:0000978 GO:0000981 GO:0000981 GO:0000981 GO:0003677 GO:0003700 GO:0003700 GO:0003700 GO:0008134 GO:0019904 GO:0044212 GO:0000981 
EIF3L:		 GO:0003723 GO:0003723 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0003743 GO:0003743 GO:0003743 GO:0003743 GO:0003743 
PLAA:		 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0016005 GO:0043130 
ANGPT4:		 GO:0030297 GO:0030297 GO:0030971 
RUVBL1:		 GO:0001094 GO:0003678 GO:0003713 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005524 GO:0016887 GO:0017025 GO:0043531 GO:0045296 GO:0051117 GO:0003678 
NUDC:		 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0045296 GO:0051082 
SLC22A14:	 GO:0015101 
CYSLTR1:	 GO:0004974 GO:0005515 GO:0004966 GO:0008528 
RASD1:		 GO:0003924 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005525 
ST3GAL6:	 GO:0052798 GO:0052798 GO:0008373 
TNFSF13B:	 GO:0005102 GO:0005125 GO:0005164 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 
BCS1L:		 GO:0005515 GO:0005524 
VDAC3:		 GO:0000166 GO:0005515 GO:0005515 GO:0008308 GO:0015288 GO:0008308 
HS3ST2:		 GO:0008146 GO:0033871 GO:0008467 GO:0034483 
VSIG4:		 GO:0001851 
CFL2:		 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0051015 
INVS:		 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005516 
FARSA:		 GO:0000049 GO:0003723 GO:0004826 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005524 GO:0004826 
SIGLEC7:	 GO:0030246 GO:0038023 
ITM2B:		 GO:0001540 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005524 GO:0001540 
MRPS33:		 GO:0003735 
ASF1A:		 GO:0003682 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0042393 
DRG1:		 GO:0003924 GO:0003924 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0008017 GO:0008134 GO:0030955 GO:0042802 GO:0005525 
TRAPPC4:	 GO:0005515 GO:0005515 GO:0017112 
BTRC:		 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0008013 GO:0016874 GO:0045309 GO:0046983 GO:0004842 GO:0061630 
ZNF443:		 GO:0000981 GO:0003677 GO:0046872 
NCKAP1:		 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0048365 GO:0048365 
B3GNT3:		 GO:0008378 GO:0008532 GO:0047223 GO:0008376 GO:0008532 
CNPY2:		 GO:0005515 GO:0005515 
RXYLT1:		 GO:0120053 GO:0120053 
PIGL:		 GO:0000225 GO:0000225 
TP53TG5:	 GO:0003674 
VPS9D1:		 GO:0005096 GO:0005215 
UST:		 GO:0008146 GO:0008146 
EXOG:		 GO:0003676 GO:0004519 GO:0004519 GO:0008409 GO:0046872 GO:0004521 GO:0004519 GO:0008409 GO:0004529 GO:0000014 
SLC17A4:	 GO:0005436 GO:0015136 
TLR6:		 GO:0001540 GO:0004888 GO:0005102 GO:0005515 GO:0005515 GO:0005515 GO:0035663 GO:0038023 GO:0042802 GO:0042802 GO:0046982 GO:0071723 GO:0035663 GO:0071723 
CA5B:		 GO:0004089 GO:0008270 
ATF5:		 GO:0000977 GO:0000981 GO:0000981 GO:0000981 GO:0001228 GO:0003682 GO:0003700 GO:0003700 GO:0003714 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0015631 GO:0019900 GO:0043565 GO:0044212 GO:0000977 GO:0000981 
SLC35A3:	 GO:0005462 GO:0005515 GO:0005515 
EXOC6B:		 GO:0005515 
SSX2IP:		 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0019904 
ZNF652:		 GO:0000981 GO:0003677 GO:0005515 GO:0046872 
DIP2C:		 GO:0003674 GO:0003824 
MAN2B2:		 GO:0030246 GO:0046872 GO:0004559 
DTX4:		 GO:0004842 GO:0004842 GO:0008270 
ICE1:		 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0042803 
EFR3B:		 GO:0005515 GO:0005515 
MYRF:		 GO:0000981 GO:0008233 GO:0043565 GO:0003700 
CARD8:		 GO:0005515 GO:0005515 GO:0008656 GO:0032089 GO:0032089 GO:0042803 GO:0050700 GO:0050700 GO:0050700 GO:0008656 
ATP11B:		 GO:0000287 GO:0005515 GO:0005524 GO:0015075 GO:0140326 GO:0140326 
POFUT2:		 GO:0046922 GO:0046922 GO:0046922 
ZFP30:		 GO:0000981 GO:0003677 GO:0046872 
DLGAP4:		 GO:0005515 GO:0005515 GO:0005515 GO:0005515 
STK38L:		 GO:0000287 GO:0003779 GO:0004674 GO:0004674 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005524 GO:0004674 
INPP5F:		 GO:0005515 GO:0008934 GO:0034595 GO:0034596 GO:0034596 GO:0042803 GO:0052832 GO:0052833 GO:0034595 GO:0043812 
FNDC3A:		 GO:0003723 
ZNF510:		 GO:0000981 GO:0003677 GO:0046872 
MAST1:		 GO:0000287 GO:0004674 GO:0005515 GO:0005524 GO:0008017 GO:0004674 
NISCH:		 GO:0005178 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0035091 GO:0042802 GO:0019901 
NTNG1:		 GO:0005515 GO:0005515 GO:0005515 GO:0050839 GO:0098632 GO:0098632 
NINL:		 GO:0005509 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 
PIKFYVE:	 GO:0000285 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005524 GO:0008270 GO:0016308 GO:0043813 
TBC1D30:	 GO:0005096 GO:0017137 GO:0005096 GO:0017137 
RPH3A:		 GO:0005509 GO:0005515 GO:0005515 GO:0005515 GO:0005544 GO:0005546 GO:0008270 GO:0008430 GO:0017137 GO:0042301 GO:0044877 GO:0070679 GO:1901981 
EPB41L3:	 GO:0003779 GO:0005200 GO:0005515 
AMOTL2:		 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0042802 
PADI2:		 GO:0004668 GO:0004668 GO:0004668 GO:0004668 GO:0004668 GO:0005509 GO:0030331 GO:0042803 GO:0004668 
ZBTB1:		 GO:0000981 GO:0003677 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0042803 GO:0046872 GO:0046982 GO:0070530 
SIK3:		 GO:0000287 GO:0004674 GO:0004674 GO:0005515 GO:0005515 GO:0005524 GO:0004674 GO:0050321 
MYH15:		 GO:0003774 GO:0005516 GO:0005524 GO:0051015 
R3HDM2:		 GO:0003723 
USP20:		 GO:0001664 GO:0004197 GO:0004843 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0008270 GO:0036459 GO:0036459 
KDM2A:		 GO:0000981 GO:0003677 GO:0005515 GO:0005515 GO:0005515 GO:0008270 GO:0051864 
DIS3:		 GO:0000175 GO:0000175 GO:0003723 GO:0004519 GO:0005085 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0000175 GO:0004519 
TRAPPC8:	 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 
ZKSCAN5:	 GO:0000981 GO:0000981 GO:0003677 GO:0003700 GO:0005515 GO:0008270 
LRCH1:		 GO:0005515 GO:0005515 
FAN1:		 GO:0000287 GO:0004528 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0008409 GO:0008409 GO:0008409 GO:0008409 GO:0008409 GO:0017108 GO:0017108 GO:0017108 GO:0017108 GO:0070336 GO:0140036 GO:0140036 GO:0017108 GO:0008409 GO:0070336 
KLHL20:		 GO:0003779 GO:0004842 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0019964 GO:0004842 GO:0019964 
HIF3A:		 GO:0000981 GO:0000981 GO:0000981 GO:0003677 GO:0046983 GO:0000981 
ZNF835:		 GO:0000981 GO:0046872 GO:0044212 GO:0003700 
SLC27A6:	 GO:0000166 GO:0031957 GO:0004467 GO:0005324 
SLC27A5:	 GO:0004467 GO:0004467 GO:0004467 GO:0004467 GO:0004467 GO:0005524 GO:0031957 GO:0031957 GO:0044877 GO:0047747 GO:0004467 GO:0015245 GO:0005324 
ZNF256:		 GO:0000981 GO:0003677 GO:0003700 GO:0005515 GO:0046872 
ATP8A1:		 GO:0000287 GO:0005515 GO:0005524 GO:0019829 GO:0140326 GO:0140326 
ZNF257:		 GO:0000981 GO:0003677 GO:0008270 
GSTK1:		 GO:0004364 GO:0004602 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0015035 GO:0004364 GO:0004602 GO:0004364 
LAMTOR2:	 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005085 GO:0060090 GO:0005085 
MRPS28:		 GO:0003723 GO:0003723 
COA3:		 GO:0005515 GO:0005515 GO:0005515 GO:0005515 
PTPN22:		 GO:0004725 GO:0004725 GO:0004725 GO:0004725 GO:0004725 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0016791 GO:0017124 GO:0019900 GO:0031625 
DDX52:		 GO:0003723 GO:0003723 GO:0003724 GO:0005524 GO:0003723 GO:0003724 
MRPS17:		 GO:0003735 GO:0003735 GO:0019843 
MRPS7:		 GO:0003723 GO:0003723 GO:0003735 GO:0019843 GO:0003735 GO:0003729 
CRYL1:		 GO:0003857 GO:0042803 GO:0050104 GO:0070403 
POLDIP2:	 GO:0003677 GO:0005515 GO:0005515 GO:0005515 
AXIN2:		 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0008013 GO:0019899 GO:0019899 GO:0019899 GO:0019899 GO:0019899 GO:0031625 GO:0070411 
AP3M1:		 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0017137 GO:0017137 
PPP2R2C:	 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0019888 GO:0004722 
GPR52:		 GO:0004930 GO:0008020 
GPR55:		 GO:0004949 GO:0004949 GO:0004930 
